transaction_id,old_parent,new_parent,child,type,date,old_president_name,new_president_name
2277-53_tr_21,Minister of Economic Policies & Plan Implementation,Minister of Finance,Public Utilities Commission of Sri Lanka,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_22,"State Minister of Samurdhi, Household Economy, Micro Finance, Self Employment and Business Development",Minister of Finance,Regional Development Bank,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_23,Minister of Economic Policies & Plan Implementation,Minister of Finance,Department of Census and Statistics,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_24,Minister of Economic Policies & Plan Implementation,Minister of Finance,Institute of Policy Studies,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_25,Minister of Economic Policies & Plan Implementation,Minister of Finance,Sustainable Development Council,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_26,Minister of Economic Policies & Plan Implementation,Minister of Finance,Welfare Benefits Board,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_27,Minister of Economic Policies & Plan Implementation,Minister of Finance,Public Service Mutual Provident Fund,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_36,Minister of Finance,State Minister of Education,Skills Development Fund Ltd.,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_37,Minister of Finance,State Minister of Education,Sri Lanka Inventors Fund,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_38,State Minister of Technology,State Minister of Education,National Science and Technology Commission,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_39,"State Minister of Dhamma Schools, Pirivenas and Bhikkhu Education","State Minister of Women and Child Development, Pre-schools and Primary Education, School Infrastructure and Education Services",Piriven Education Board,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_42,Minister of Education,State Minister of Higher Education,University Grants Commission,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_43,Minister of Education,State Minister of Higher Education,"All State Universities, Postgraduate Institutions and other Institutions under the purview of University Grants Commission",department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_44,Minister of Education,State Minister of Higher Education,Buddhasravaka Bhikku University,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_45,Minister of Education,State Minister of Higher Education,Buddhist and Pali University of Sri Lanka,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_46,State Minister of Education,State Minister of Higher Education,Hardy Institute of Technology,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_49,"State Minister of Production, Supply and Regulation of Pharmaceuticals",Minister of Health,State Pharmaceutical Corporation,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_50,"State Minister of Production, Supply and Regulation of Pharmaceuticals",Minister of Health,State Pharmaceutical Manufacturing Corporation,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_52,"State Minister of Primary Health Care, Epidemics and COVID Disease Control",State Minister of Health,1990 Suwaseriya Foundation,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_53,"State Minister of Women and Child Development, Pre-schools and Primary Education, School Infrastructure and Education Services",State Minister of Health,Sri Lanka Thriposha Co. Ltd.,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_54,Minister of Health,State Minister of Health,Sri Jayewardenepura General Hospital,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_55,Minister of Health,State Minister of Health,Vijaya Kumaranatunga Memorial Hospital,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_56,Minister of Health,State Minister of Health,Ashraff Memorial Hospital,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_57,Minister of Health,State Minister of Health,National Authority on Tobacco and Alcohol,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_59,"State Minister of Production, Supply and Regulation of Pharmaceuticals",State Minister of Health,National Medicines Regulatory Authority,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_69,"State Minister of Ornamental Fish, Inland Fish and Prawn Farming, Fishery Harbour Development, Multiday Fishing Activities and Fish Exports",Minister of Fisheries,National Aquatic Resources Research and Development Agency,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_72,"State Minister of Company Estate Reforms, Tea and Rubber Estates Related Crops Cultivation and Factories Modernization and Tea and Rubber Export Promotion",Minister of Plantation Industries,National Institute of Plantation Management,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_73,"State Minister of Company Estate Reforms, Tea and Rubber Estates Related Crops Cultivation and Factories Modernization and Tea and Rubber Export Promotion",Minister of Plantation Industries,Kalubovitiyana Tea Factory Ltd.,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_74,"State Minister of Company Estate Reforms, Tea and Rubber Estates Related Crops Cultivation and Factories Modernization and Tea and Rubber Export Promotion",Minister of Plantation Industries,Tea Small Holdings Development Authority,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_75,"State Minister of Company Estate Reforms, Tea and Rubber Estates Related Crops Cultivation and Factories Modernization and Tea and Rubber Export Promotion",Minister of Plantation Industries,Elkaduwa Plantation Company Ltd.,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_76,"State Minister of Company Estate Reforms, Tea and Rubber Estates Related Crops Cultivation and Factories Modernization and Tea and Rubber Export Promotion",Minister of Plantation Industries,Department of Rubber Development,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_77,"State Minister of Company Estate Reforms, Tea and Rubber Estates Related Crops Cultivation and Factories Modernization and Tea and Rubber Export Promotion",Minister of Plantation Industries,Rubber Research Institute,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_78,"State Minister of Company Estate Reforms, Tea and Rubber Estates Related Crops Cultivation and Factories Modernization and Tea and Rubber Export Promotion",Minister of Plantation Industries,Sri Lanka Rubber Manufacturing and Export Corporation Ltd.,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_88,Minister of Youth and Sports,State Minister of Youth and Sports,Department of Manpower and Employment,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_93,Minister of Trade,State Minister of Trade,Sri Lanka Export Development Board,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_94,Minister of Trade,State Minister of Trade,"Department of Measurement Units, Standards and Services",department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_95,Minister of Trade,State Minister of Trade,Food Commissioner's Department,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_96,Minister of Trade,State Minister of Trade,National Intellectual Property Office of Sri Lanka,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_97,Minister of Trade,State Minister of Trade,Sri Lanka Accreditation Board for Conformity Assessment,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_103,"State Minister of Primary Health Care, Epidemics and COVID Disease Control",Minister of Samurdhi Development,Department of Social Services,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_104,"State Minister of Primary Health Care, Epidemics and COVID Disease Control",Minister of Samurdhi Development,National Council for Elders and National Secretariat for Elders,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_105,"State Minister of Production, Supply and Regulation of Organic and Natural Fertilizer",State Minister of Development of Minor Export Crops Plantation,Sri Lanka Cashew Corporation,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_106,"State Minister of Production, Supply and Regulation of Organic and Natural Fertilizer",State Minister of Development of Minor Export Crops Plantation,Ceylon Sugar (Pvt.) Ltd.,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_107,"State Minister of Production, Supply and Regulation of Organic and Natural Fertilizer",State Minister of Development of Minor Export Crops Plantation,Kantale Sugar Company Ltd.,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_108,"State Minister of Production, Supply and Regulation of Organic and Natural Fertilizer",State Minister of Development of Minor Export Crops Plantation,Sugar Cane Research Institute,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_109,"State Minister of Production, Supply and Regulation of Organic and Natural Fertilizer",State Minister of Development of Minor Export Crops Plantation,Galoya Plantation (Pvt.) Company,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_110,"State Minister of Production, Supply and Regulation of Organic and Natural Fertilizer",State Minister of Development of Minor Export Crops Plantation,Department of Export Agriculture,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_111,"State Minister of Production, Supply and Regulation of Organic and Natural Fertilizer",State Minister of Development of Minor Export Crops Plantation,Hingurana Sugar Factory (Pvt) Limited,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_111,"State Minister of Production, Supply and Regulation of Organic and Natural Fertilizer",State Minister of Development of Minor Export Crops Plantation,Spices and Allied Products Marketing Board,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_112,"State Minister of Rural Housing, Construction and Building Material Industries","State Minister of Housing",National Housing Development Authority,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_113,"State Minister of Rural Housing, Construction and Building Material Industries","State Minister of Housing",Building Material Corporation Limited,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_114,"State Minister of Rural Housing, Construction and Building Material Industries","State Minister of Housing",Department of Buildings,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_115,"State Minister of Rural Housing, Construction and Building Material Industries","State Minister of Housing",Department of Government Factories,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_116,"State Minister of Rural Housing, Construction and Building Material Industries","State Minister of Housing",Construction Industry Development Authority,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_117,"State Minister of Rural Housing, Construction and Building Material Industries","State Minister of Housing",State Engineering Corporation,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_118,"State Minister of Rural Housing, Construction and Building Material Industries","State Minister of Housing",National Equipment and Machinery Organization,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_119,"State Minister of Rural Housing, Construction and Building Material Industries","State Minister of Housing",Ocean View Development (Pvt) Ltd.,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
2277-53_tr_90,,Minister of Trade,Sri Lanka State Trading (General) Corporation,department,2022-04-28,Gotabaya Rajapaksa,Gotabaya Rajapaksa
